Series;Time;Value
cms;2018-04-17T14:00:00+02:00;55.65033156582111
cms;2018-04-17T20:00:00+02:00;66.38352915191608
cms;2018-04-18T02:00:00+02:00;67.37523296049554
cms;2018-04-18T08:00:00+02:00;59.35603234869169
cms;2018-04-18T14:00:00+02:00;39.37575028299944
cms;2018-04-18T20:00:00+02:00;35.49257027877542
cms;2018-04-19T02:00:00+02:00;34.88638848278883
cms;2018-04-19T08:00:00+02:00;32.341884338825
cms;2018-04-19T14:00:00+02:00;22.96528026960112
cms;2018-04-19T20:00:00+02:00;17.099306337109446
cms;2018-04-20T02:00:00+02:00;18.650648384058982
cms;2018-04-20T08:00:00+02:00;23.886478866296663
cms;2018-04-20T14:00:00+02:00;28.403744261932218
cms;2018-04-20T20:00:00+02:00;31.555342701540557
cms;2018-04-21T02:00:00+02:00;33.47704599289834
cms;2018-04-21T08:00:00+02:00;32.34528295447447
cms;2018-04-21T14:00:00+02:00;28.36600079785643
cms;2018-04-21T20:00:00+02:00;25.186492331571664
cms;2018-04-22T02:00:00+02:00;26.109171172194962
cms;2018-04-22T08:00:00+02:00;26.885795099204458
cms;2018-04-22T14:00:00+02:00;31.177935145953334
cms;2018-04-22T20:00:00+02:00;37.53208733756333
cms;2018-04-23T02:00:00+02:00;38.00817548181001
cms;2018-04-23T08:00:00+02:00;22.823869355048885
cms;2018-04-23T14:00:00+02:00;25.321987398835017
cms;2018-04-23T20:00:00+02:00;29.26380995329438
cms;2018-04-24T02:00:00+02:00;27.623451371375552
cms;2018-04-24T08:00:00+02:00;16.864514691044445
cms;2018-04-24T14:00:00+02:00;17.11609924184834
cms;2018-04-24T20:00:00+02:00;26.519988922646114
cms;2018-04-25T02:00:00+02:00;39.2261962745911
cms;2018-04-25T08:00:00+02:00;50.829030782191076
cms;2018-04-25T14:00:00+02:00;61.27479123846446
cms;2018-04-25T20:00:00+02:00;65.09094528837498
cms;2018-04-26T02:00:00+02:00;60.36447997129055
cms;2018-04-26T08:00:00+02:00;67.23289950144225
cms;2018-04-26T14:00:00+02:00;73.5494367182495
cms;2018-04-26T20:00:00+02:00;75.64315460215369
cms;2018-04-27T02:00:00+02:00;63.03906548340727
cms;2018-04-27T08:00:00+02:00;55.5450905713789
cms;2018-04-27T14:00:00+02:00;58.650767785991
cms;2018-04-27T20:00:00+02:00;59.17328912091074
cms;2018-04-28T02:00:00+02:00;58.621736258535584
cms;2018-04-28T08:00:00+02:00;63.613381593540204
cms;2018-04-28T14:00:00+02:00;67.36758066157114
cms;2018-04-28T20:00:00+02:00;66.4577268791011
cms;2018-04-29T02:00:00+02:00;65.88256259096666
cms;2018-04-29T08:00:00+02:00;67.55395500882331
cms;2018-04-29T14:00:00+02:00;70.8401534771144
cms;2018-04-29T20:00:00+02:00;62.627068444260345
cms;2018-04-30T02:00:00+02:00;49.22257579922613
cms;2018-04-30T08:00:00+02:00;54.93318833906391
cms;2018-04-30T14:00:00+02:00;60.93795967094057
cms;2018-04-30T20:00:00+02:00;59.908468274539956
cms;2018-05-01T02:00:00+02:00;58.76355650127319
cms;2018-05-01T08:00:00+02:00;55.89459943853835
cms;2018-05-01T14:00:00+02:00;51.9539014416
cms;2018-05-01T20:00:00+02:00;52.86446694367537
cms;2018-05-02T02:00:00+02:00;62.64117528968442
cms;2018-05-02T08:00:00+02:00;68.94765064109886
cms;2018-05-02T14:00:00+02:00;69.90024468352571
cms;2018-05-02T20:00:00+02:00;70.73477505330392
cms;2018-05-03T02:00:00+02:00;74.56634222523222
cms;2018-05-03T08:00:00+02:00;79.53563704352513
cms;2018-05-03T14:00:00+02:00;79.01215142395223
cms;2018-05-03T20:00:00+02:00;75.21528718255165
cms;2018-05-04T02:00:00+02:00;63.177777135566664
cms;2018-05-04T08:00:00+02:00;43.94124127701171
cms;2018-05-04T14:00:00+02:00;40.51347082966425
cms;2018-05-04T20:00:00+02:00;51.71767043177498
cms;2018-05-05T02:00:00+02:00;62.59339605178671
cms;2018-05-05T08:00:00+02:00;72.33158219686001
cms;2018-05-05T14:00:00+02:00;75.76146322510613
cms;2018-05-05T20:00:00+02:00;81.69751169961002
cms;2018-05-06T02:00:00+02:00;82.59836040647666
cms;2018-05-06T08:00:00+02:00;84.29321995469328
cms;2018-05-06T14:00:00+02:00;86.15161928635331
cms;2018-05-06T20:00:00+02:00;86.02535764821675
cms;2018-05-07T02:00:00+02:00;86.93310144607001
cms;2018-05-07T08:00:00+02:00;87.30335914695947
cms;2018-05-07T14:00:00+02:00;82.87642697811611
cms;2018-05-07T20:00:00+02:00;76.56190201344418
cms;2018-05-08T02:00:00+02:00;77.51954661212831
cms;2018-05-08T08:00:00+02:00;82.86260607124944
cms;2018-05-08T14:00:00+02:00;86.11652106417336
cms;2018-05-08T20:00:00+02:00;88.2304520526839
cms;2018-05-09T02:00:00+02:00;89.27905585903946
cms;2018-05-09T08:00:00+02:00;89.01735131959778
cms;2018-05-09T14:00:00+02:00;86.60684770201497
cms;2018-05-09T20:00:00+02:00;81.65440077507245
cms;2018-05-10T02:00:00+02:00;78.29556716755336
cms;2018-05-10T08:00:00+02:00;68.80488564045618
cms;2018-05-10T14:00:00+02:00;65.9212737132939
cms;2018-05-10T20:00:00+02:00;73.90069267752024
cms;2018-05-11T02:00:00+02:00;74.55228639187668
cms;2018-05-11T08:00:00+02:00;65.21577956265699
cms;2018-05-11T14:00:00+02:00;49.65987784832777
cms;2018-05-11T20:00:00+02:00;59.38971868495111
cms;2018-05-12T02:00:00+02:00;67.32916864221968
cms;2018-05-12T08:00:00+02:00;71.53346389399941
cms;2018-05-12T14:00:00+02:00;69.52521295466178
cms;2018-05-12T20:00:00+02:00;67.0288388689631
cms;2018-05-13T02:00:00+02:00;71.84515727053447
cms;2018-05-13T08:00:00+02:00;78.00569763967641
cms;2018-05-13T14:00:00+02:00;83.05272002805607
cms;2018-05-13T20:00:00+02:00;83.87990250806817
cms;2018-05-14T02:00:00+02:00;83.37819200532282
cms;2018-05-14T08:00:00+02:00;82.8786371962156
cms;2018-05-14T14:00:00+02:00;78.56114427782384
cms;2018-05-14T20:00:00+02:00;68.10483526022054
cms;2018-05-15T02:00:00+02:00;62.98754156615666
cms;2018-05-15T08:00:00+02:00;75.21158680927222
cms;2018-05-15T14:00:00+02:00;85.80754259565164
cms;2018-05-15T20:00:00+02:00;80.05260782602113
cms;2018-05-16T02:00:00+02:00;68.77665880465779
cms;2018-05-16T08:00:00+02:00;63.52548587184471
cms;2018-05-16T14:00:00+02:00;60.96571531137213
cms;2018-05-16T20:00:00+02:00;55.12174533359835
cms;2018-05-17T02:00:00+02:00;60.348587482672805
cms;2018-05-17T08:00:00+02:00;66.47393483124138
cms;2018-05-17T14:00:00+02:00;69.50181330837498
cms;2018-05-17T20:00:00+02:00;67.11628739592408
cms;2018-05-18T02:00:00+02:00;63.75328048094942
cms;2018-05-18T08:00:00+02:00;67.59054899810621
cms;2018-05-18T14:00:00+02:00;72.85931481278739
cms;2018-05-18T20:00:00+02:00;74.19261436937626
cms;2018-05-19T02:00:00+02:00;75.76856610042013
cms;2018-05-19T08:00:00+02:00;74.92560946258433
cms;2018-05-19T14:00:00+02:00;70.80661318663373
cms;2018-05-19T20:00:00+02:00;72.82379166424828
cms;2018-05-20T02:00:00+02:00;72.18308530056109
cms;2018-05-20T08:00:00+02:00;70.93279263821799
cms;2018-05-20T14:00:00+02:00;71.94922239858603
cms;2018-05-20T20:00:00+02:00;77.39110407460335
cms;2018-05-21T02:00:00+02:00;77.50803698079834
cms;2018-05-21T08:00:00+02:00;71.55901110167669
cms;2018-05-21T14:00:00+02:00;76.10428949521557
cms;2018-05-21T20:00:00+02:00;82.97500507042068
cms;2018-05-22T02:00:00+02:00;81.73208569556502
cms;2018-05-22T08:00:00+02:00;84.71358960758482
cms;2018-05-22T14:00:00+02:00;88.78977698458543
cms;2018-05-22T20:00:00+02:00;90.75367818360736
cms;2018-05-23T02:00:00+02:00;84.70095425116943
cms;2018-05-23T08:00:00+02:00;84.54664856067471
cms;2018-05-23T14:00:00+02:00;88.18449782228893
cms;2018-05-23T20:00:00+02:00;86.64796978391442
cms;2018-05-24T02:00:00+02:00;73.39884119214999
cms;2018-05-24T08:00:00+02:00;80.85588437709389
cms;2018-05-24T14:00:00+02:00;86.60425362094465
cms;2018-05-24T20:00:00+02:00;87.33104197323601
cms;2018-05-25T02:00:00+02:00;85.96710860678607
cms;2018-05-25T08:00:00+02:00;82.68615605203932
cms;2018-05-25T14:00:00+02:00;73.67031073332303
cms;2018-05-25T20:00:00+02:00;57.46830458413688
cms;2018-05-26T02:00:00+02:00;41.805309210843504
cms;2018-05-26T08:00:00+02:00;29.663690113741584
cms;2018-05-26T14:00:00+02:00;23.754199184359788
cms;2018-05-26T20:00:00+02:00;30.119357160918884
cms;2018-05-27T02:00:00+02:00;35.114669017022855
cms;2018-05-27T08:00:00+02:00;32.37617621647877
cms;2018-05-27T14:00:00+02:00;33.905077307297766
cms;2018-05-27T20:00:00+02:00;39.531202470981555
cms;2018-05-28T02:00:00+02:00;44.67316085765697
cms;2018-05-28T08:00:00+02:00;54.12699380373808
cms;2018-05-28T14:00:00+02:00;52.04103341120223
cms;2018-05-28T20:00:00+02:00;47.89398215333636
cms;2018-05-29T02:00:00+02:00;47.62544389262192
cms;2018-05-29T08:00:00+02:00;46.23673215182501
cms;2018-05-29T14:00:00+02:00;32.388191277596654
cms;2018-05-29T20:00:00+02:00;29.278987929560547
cms;2018-05-30T02:00:00+02:00;26.814840821723344
cms;2018-05-30T08:00:00+02:00;33.26613607770111
cms;2018-05-30T14:00:00+02:00;36.5664669044439
cms;2018-05-30T20:00:00+02:00;40.04330811666279
cms;2018-05-31T02:00:00+02:00;39.538887685081924
cms;2018-05-31T08:00:00+02:00;41.397095985817224
cms;2018-05-31T14:00:00+02:00;48.04957256293722
cms;2018-05-31T20:00:00+02:00;54.90319954715223
cms;2018-06-01T02:00:00+02:00;52.458604073946105
cms;2018-06-01T08:00:00+02:00;48.32300994472279
cms;2018-06-01T14:00:00+02:00;51.531162766053875
cms;2018-06-01T20:00:00+02:00;55.872356639877765
cms;2018-06-02T02:00:00+02:00;47.71409991496722
cms;2018-06-02T08:00:00+02:00;13.07183449121394
cms;2018-06-02T14:00:00+02:00;11.712205675800565
cms;2018-06-02T20:00:00+02:00;18.889805049492175
cms;2018-06-03T02:00:00+02:00;25.87533331277542
cms;2018-06-03T08:00:00+02:00;21.145637856320004
cms;2018-06-03T14:00:00+02:00;20.377912240760324
cms;2018-06-03T20:00:00+02:00;22.014272736371097
cms;2018-06-04T02:00:00+02:00;19.14289870568212
cms;2018-06-04T08:00:00+02:00;17.028840719602233
cms;2018-06-04T14:00:00+02:00;18.714679623392186
cms;2018-06-04T20:00:00+02:00;22.705812252637987
cms;2018-06-05T02:00:00+02:00;33.366394584882784
cms;2018-06-05T08:00:00+02:00;33.564864787756186
cms;2018-06-05T14:00:00+02:00;40.77514530870776
cms;2018-06-05T20:00:00+02:00;51.57556470958937
cms;2018-06-06T02:00:00+02:00;59.075474745966865
